event_id,source,state,district,slide_name,nh_sh_location,latitude,longitude,coord_valid,coord_issue,coord_collision,event_date,date_precision,history_raw,material_involved,movement_type,elevation,slope,aspect,curvature,terrain_ruggedness,dem_available,dem_issue
21782,GSI,Mizoram,Aizawl,,"1.2km Southeast of Samsuih, SH-
Aizawl-Thenzawl-Lunglei Road",23.467262,92.740634,True,,False,,none,,Rock,Fall,,,,,,False,outside_current_dem_coverage
21783,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.467623,93.250867,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21784,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.467679,93.250636,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21785,GSI,Mizoram,Champhai,,"Jail Veng (Aizawl Champhai
road)",23.467715,93.313017,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21786,GSI,Mizoram,Mamit,,"About 2 km South of Bawlte
village, SH-Darlung-Reiek Road",23.468357,92.591717,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21787,GSI,Mizoram,Champhai,,"1.2km west of Khankawn along
Aizawl Champhai road",23.468361,93.304222,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21788,GSI,Mizoram,Champhai,ChhungteKhua slide,"SW of Chhungtekhua village,
Aizawl Champhai road",23.468389,93.27075,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21789,GSI,Mizoram,Champhai,ChhungteKhua slide,"~4km SW of ChhungteKhua,
Aizawl Champhai road",23.468508,93.270788,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21790,GSI,Mizoram,Champhai,ChhungteKhua slide,ChungtekuaTuipui Rd,23.46925,93.273139,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21791,GSI,Mizoram,Champhai,,"18 km mile stone from
Khawzawl to Champhai",23.469712,93.248874,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21792,GSI,Mizoram,Champhai,,"Jail Veng road (Opposite of Jail
area)",23.469833,93.314889,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21793,GSI,Mizoram,Aizawl,,"Near the viewpoint, about
150m Southwest of Samsiuh
village, SH-Aizawl-Thenzawl-
Lunglei Road",23.470109,92.740615,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21794,GSI,Mizoram,Serchhip,,Rullam Road,23.470139,93.025944,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21795,GSI,Mizoram,Aizawl,,"Near 11km Mile Stone, SH-
Sialsuk-Samlukhai-Damdia Road",23.470198,92.693264,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21796,GSI,Mizoram,Serchhip,,Rullam Road,23.470244,93.025409,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21797,GSI,Mizoram,Champhai,,"Near 135km Seiling mile stone,
Tuipui, Aizawl Champhai road",23.470329,93.26728,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21798,GSI,Mizoram,Champhai,,"17.5km from Khawzawl to
Champhai",23.470722,93.246639,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21799,GSI,Mizoram,Aizawl,,"About 100m west if Sumsuih,
SH-Aizawl-Thenzawl-Lunglei
Road",23.470794,92.741413,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21800,GSI,Mizoram,Champhai,,Champhai Tuipui road,23.470917,93.296417,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21801,GSI,Mizoram,Aizawl,,"About 10.5km South of Damdia,
SH-Sialsuk-Samlukhai-Damdia
Road",23.470964,92.692902,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21802,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.471889,93.246333,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21803,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.473258,93.241869,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21804,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.473361,93.222167,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21805,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.473611,93.243069,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21806,GSI,Mizoram,Champhai,,Aizawl Champhai road,23.473662,93.312845,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21807,GSI,Mizoram,Champhai,,Near water fall,23.473778,93.239194,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21808,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.474056,93.225889,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21809,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.474194,93.229667,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21810,GSI,Mizoram,Champhai,,"Kanan Veng, Champhai",23.474472,93.322667,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21811,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.474528,93.241611,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21812,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.474611,93.241556,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21813,GSI,Mizoram,Champhai,,"Vengsang, Champhai (Near PHE
office)",23.474639,93.314167,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21814,GSI,Mizoram,Champhai,,"13km from ChamphaiKhawzawl
Rd",23.474833,93.229,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21815,GSI,Mizoram,Champhai,,ChamphaiKhawzawl Rd,23.475139,93.241028,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21816,GSI,Mizoram,Mamit,,"North of Darlung village, SH-
Aibawk-Darlung- Buarpui-
Lunglei Road",23.475392,92.605749,True,,False,2015,year,2015,Rock,Slide,,,,,,False,outside_current_dem_coverage
21817,GSI,Mizoram,Champhai,,"Vengsang, Champhai",23.475522,93.313978,True,,False,2017,year,2017,Debris,Slide,,,,,,False,outside_current_dem_coverage
21818,GSI,Mizoram,Serchhip,,"Southwest of Hmuntha, PMGSY
Chhingchhip-Hmuntha Road",23.476232,92.913652,True,,False,2015,year,2015,Rock,Slide,,,,,,False,outside_current_dem_coverage
21819,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.476694,93.238556,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21820,GSI,Mizoram,Aizawl,,"About 1.5km Northwest of
Thiak, SH-Aizawl-Thenzawl-
Lunglei Road",23.476702,92.705854,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21821,GSI,Mizoram,Champhai,,Champhai,23.476989,93.377213,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21822,GSI,Mizoram,Serchhip,,"Mualpui Veng, Chhinchhip, NH-
54 Aizawl-Serchhip-Lunglei
Road",23.477108,92.857281,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21823,GSI,Mizoram,Serchhip,,"South of Hmangkawn,
Chawilung - Hmangkawn road",23.477601,92.818801,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21824,GSI,Mizoram,Champhai,,"About 15.5km from Khawzawl
to Champhai",23.477778,93.236333,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21825,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.477806,93.236611,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21826,GSI,Mizoram,Champhai,,South of Vengsang,23.477806,93.310111,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21827,GSI,Mizoram,Serchhip,,"About 500m from Chhingchhip,
PMGSY Chhingchhip-Hualto
Road",23.47803,92.861256,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21828,GSI,Mizoram,Serchhip,,"Chhingchhip Area, PMGSY
Chhingchhip-Hualto Road",23.47831,92.865466,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21829,GSI,Mizoram,Champhai,,"Vengsang, Champhai",23.478556,93.311722,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21830,GSI,Mizoram,Serchhip,,"Mualpui Veng, Chhinchhip, NH-
54 Aizawl-Serchhip-Lunglei
Road",23.478601,92.858505,True,,False,2015,year,2015,Rock,Slide,,,,,,False,outside_current_dem_coverage
21831,GSI,Mizoram,Champhai,,"About 13.5km from Khawzawl
to Champhai",23.479667,93.225722,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21832,GSI,Mizoram,Serchhip,,"Chhingchhip Area,(Mounting
hall) PMGSY Chhingchhip-
Hualto Road",23.479766,92.870601,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21833,GSI,Mizoram,Champhai,,Champhai Khawzawl Rd,23.480549,93.040585,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21834,GSI,Mizoram,Champhai,,Rullam Road,23.481881,93.214835,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21835,GSI,Mizoram,Champhai,Vengsang slide,"Vengsang, Champhai",23.482322,93.310052,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21836,GSI,Mizoram,Champhai,,7km stone Khawzawl,23.48375,93.212611,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21837,GSI,Mizoram,Champhai,,"NW of ChhungteKhua along
Aizawl Champhai road",23.484639,93.278222,True,,False,,none,,Rock,Fall,,,,,,False,outside_current_dem_coverage
21838,GSI,Mizoram,Champhai,,Champhai Tuipui road,23.485194,93.274236,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21839,GSI,Mizoram,Serchhip,,"North of Chhingchhip, NH-54
Aizawl-Serchhip-Lunglei Road",23.486909,92.856282,True,,False,2014,year,2014,Debris,Slide,,,,,,False,outside_current_dem_coverage
21840,GSI,Mizoram,Mamit,,"About 1km South of Bawngtha,
SH-Aibawk-Darlung- Buarpui-
Lunglei Road",23.487102,92.606156,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21841,GSI,Mizoram,Champhai,,KhawzawlChamphai Rd,23.487306,93.192778,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21842,GSI,Mizoram,Champhai,,6km stone Khawzawl,23.487813,93.20758,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21843,GSI,Mizoram,Champhai,,"Vengthar (near slaughter
house)",23.490702,93.33685,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21844,GSI,Mizoram,Aizawl,,"About 1km West of Maubuang
along Samlukhai- Damdia road",23.491004,92.696873,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21845,GSI,Mizoram,Aizawl,,"About 900m South of Oil India
Drilling site, North Lungsai, SH-
Aizawl-Thenzawl-Lunglei Road",23.491497,92.705503,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21846,GSI,Mizoram,Serchhip,,"About 300m from MIFCO Food
Park, Buhkangkawn, NH-54
Aizawl-Serchhip-Lunglei Road",23.493913,92.854305,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21847,GSI,Mizoram,Champhai,,"Keifangtlang, Champhai, road
below the DC complex",23.496347,93.310454,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21848,GSI,Mizoram,Serchhip,,"Zawlbuk Group YMA Board,
North of Buhkangkawn, NH-54
Aizawl-Serchhip-Lunglei Road",23.497388,92.855013,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21849,GSI,Mizoram,Serchhip,,"North of Buhkangkawn, NH-54
Aizawl-Serchhip-Lunglei Road",23.497919,92.854946,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21850,GSI,Mizoram,Serchhip,,"About 900m North of
BukangKawn, NH-54 Aizawl-
Serchhip-Lunglei Road",23.498802,92.8546,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21851,GSI,Mizoram,Aizawl,,"About 200m South of Tropic of
cancer, North Lungsai, SH-
Aizawl-Thenzawl-Lunglei Road",23.498881,92.703251,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21852,GSI,Mizoram,Champhai,,Hmunhmeltha road,23.498889,93.311889,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21853,GSI,Mizoram,Aizawl,,"About 200m South of Tropic of
cancer, North Lungsai, SH-
Aizawl-Thenzawl-Lunglei Road",23.49901,92.702759,True,,False,2016,year,2016,Rock,Slide,,,,,,False,outside_current_dem_coverage
21854,GSI,Mizoram,Aizawl,,"Hualthu Near the Foundation
Stone (MPLADS) by CL Raula,
PMGSY Chhingchhip-Hualto
Road",23.499418,92.905021,True,,False,2017,year,2017,Debris,Slide,,,,,,False,outside_current_dem_coverage
21855,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.500083,92.585889,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21856,GSI,Mizoram,Champhai,,"PMGSY road 1km SE from
Khawzawl",23.500803,93.201572,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21857,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.501778,92.58575,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21858,GSI,Mizoram,Mamit,,"Near Bawngthah village, NH-54
road.",23.503611,92.615556,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21859,GSI,Mizoram,Champhai,,2km N of Zote,23.5087,93.360825,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21860,GSI,Mizoram,Aizawl,Variengte,"NH 54, Near check post of
Assam - Mizoram border",23.50994,92.76861,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21861,GSI,Mizoram,Champhai,,2.5km N of Zote,23.510275,93.360333,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
21862,GSI,Mizoram,Champhai,,3km N of Zote,23.512147,93.359164,True,,False,2017,year,2017,Debris,Slide,,,,,,False,outside_current_dem_coverage
21863,GSI,Mizoram,Champhai,,"1.8km N of Chawrtui on the
PMGSY road",23.513436,93.074047,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21864,GSI,Mizoram,Champhai,,5km S of Ngur,23.514479,93.369982,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21865,GSI,Mizoram,Champhai,,"2.2 km N of Chawrtui on the
PMGSY road",23.517632,93.075702,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21866,GSI,Mizoram,Champhai,,4.8km S of Ngur,23.518162,93.366956,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
21867,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.519139,92.5795,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21868,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.51975,92.579556,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21869,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.531417,92.573056,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21870,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.533361,92.572139,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21871,GSI,Mizoram,Champhai,,Nw of Khwazawl,23.534307,93.168479,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
21872,GSI,Mizoram,Aizawl,,"500m South of Baktwang
village, NH 54",23.535189,92.846042,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21873,GSI,Mizoram,Champhai,,Nw of Khwazawl,23.537082,93.161682,True,,False,,none,,Rock,Fall,,,,,,False,outside_current_dem_coverage
21874,GSI,Mizoram,Champhai,,Nw of Khwazawl,23.537491,93.159176,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21875,GSI,Mizoram,Champhai,,Nw of Khwazawl,23.538538,93.158251,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21876,GSI,Mizoram,Champhai,,Northern part of Ngur village,23.540457,93.379051,True,,False,2017,year,2017,Debris,Slide,,,,,,False,outside_current_dem_coverage
21877,GSI,Mizoram,Champhai,,"Jhum road and NgurHnalan
road junction",23.541929,93.382376,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21878,GSI,Mizoram,Champhai,,"3km NW of Khawzawl on the
KhawzawlKawkulh road",23.542899,93.156212,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21879,GSI,Mizoram,Champhai,,Jhum road east of ngur,23.54294,93.384772,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21880,GSI,Mizoram,Champhai,,"6km E from NgaizawlKhawzawl
road junction",23.543891,93.232644,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21881,GSI,Mizoram,Champhai,,4.8km NW of Khawzawl,23.545796,93.136912,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21882,GSI,Mizoram,Mamit,,"South of Kanghmun, PMGSY-
Kanghmun - Darung",23.546,92.574556,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21883,GSI,Mizoram,Champhai,,"4.5 km NW of Khwazawl on the
Khawzawl Kawkulh road",23.546048,93.147734,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21884,GSI,Mizoram,Champhai,,1km n of Ngur,23.546627,93.381058,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21885,GSI,Mizoram,Champhai,,"4km S. f Puilo on the PMGSY
road",23.548132,93.077509,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21886,GSI,Mizoram,Champhai,,Nw of Khwazawl,23.548173,93.131588,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21887,GSI,Mizoram,Champhai,,"2km E from NgaizawlKhawzawl
road junction",23.55097,93.215688,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21888,GSI,Mizoram,Champhai,,"2 km s. of Puilo on the PMGSY
road",23.555561,93.072462,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21889,GSI,Mizoram,Champhai,,"3km Jhum road W of N.
Khwbung",23.555929,93.295668,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21890,GSI,Mizoram,Mamit,,"Kanghmun, PMGSY-Kanghmun -
Darung",23.562444,92.577806,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21891,GSI,Mizoram,Champhai,,12 km NW of Khawzawl,23.563275,93.120567,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21892,GSI,Mizoram,Aizawl,,"Tlungvel, On Turini lui near
cultivation area",23.566631,92.876781,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21893,GSI,Mizoram,Champhai,,1km from Tuisen bridge,23.56952,93.100523,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21894,GSI,Mizoram,Mamit,East Saihtah slide 2,"2 Km East Saihtah on PMGSY
Saihta - Parvatui road",23.57,92.47,True,,True,2019,year,2019,Rock,Slide,,,,,,False,outside_current_dem_coverage
21895,GSI,Mizoram,Mamit,East Saihtah slide 4,"2.5 Km East Saihtah on PMGSY
Saihta - Parvatui road",23.57,92.47,True,,True,2019,year,2019,Rock,Slide,,,,,,False,outside_current_dem_coverage
21896,GSI,Mizoram,Champhai,,Puilo village,23.570595,93.07382,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21897,GSI,Mizoram,Champhai,,2km N of Tuisen bridge,23.573051,93.102716,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21898,GSI,Mizoram,Champhai,,2.5 km N of Tuisen bridge,23.57348,93.102938,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21899,GSI,Mizoram,Champhai,,500m N of Puilo vilage,23.573731,93.075313,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21900,GSI,Mizoram,Champhai,,2.8 km N from Tuisen bridge,23.577354,93.102871,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21901,GSI,Mizoram,Mamit,,"3.5 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.580139,92.591139,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21902,GSI,Mizoram,Champhai,,4km NW of Tuisen bridge,23.583574,93.09659,True,,False,,none,,Rock,Fall,,,,,,False,outside_current_dem_coverage
21903,GSI,Mizoram,Mamit,,"SSE of Lungphun, Agri-link Road
Tlawng river",23.584417,92.622917,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21904,GSI,Mizoram,Champhai,,"near bridge Kawlkulhvankal
junction",23.586582,93.102493,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21905,GSI,Mizoram,Mamit,,"SSE of Lungphun, Agri-link Road
Tlawng river",23.587,92.622389,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21906,GSI,Mizoram,Mamit,,"South of Lungphun; PMGSY-
Kanghmun - W. Lungdar",23.587111,92.601667,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21907,GSI,Mizoram,Mamit,,"0.8 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.587361,92.601278,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21908,GSI,Mizoram,Mamit,,"1.4 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.587917,92.598056,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21909,GSI,Mizoram,Mamit,,"1 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.588417,92.600889,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21910,GSI,Mizoram,Mamit,,"1.5 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.588444,92.597417,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21911,GSI,Mizoram,Mamit,,"1.3 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.588472,92.599,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21912,GSI,Mizoram,Mamit,,"2.5 Km South of Lungphun;
PMGSY-Kanghmun - W. Lungdar",23.589167,92.590111,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21913,GSI,Mizoram,Mamit,,"Lungphun (Riun old Village) on
the interlinking bridge of Old
viilage and New village (data
collected on crown)",23.590139,92.607333,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21914,GSI,Mizoram,Mamit,,"Lungphun (Near Govt.High
school) PMGSY W. Lungdar-
Darung",23.590722,92.604694,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21915,GSI,Mizoram,Champhai,,1km Nw of Tuiphal horticulture,23.597403,93.094131,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21916,GSI,Mizoram,Champhai,,"12.5km N of Khwazawl on
KhawzawlRabung road",23.597919,93.207362,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21917,GSI,Mizoram,Mamit,,"Hreichuk, PMGSY W Lungdar -
Darung",23.598139,92.599111,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21918,GSI,Mizoram,Champhai,,kawlkulh,23.602028,93.083824,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21919,GSI,Mizoram,Champhai,,kawlkulh,23.602395,93.084222,True,,False,2017,year,2017,Rock,Slide,,,,,,False,outside_current_dem_coverage
21920,GSI,Mizoram,Champhai,,12km N of Ngur,23.603629,93.355925,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21921,GSI,Mizoram,Champhai,,6km SE of kawlkulh,23.603808,93.092328,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21922,GSI,Mizoram,Champhai,,14 km N. Of Khawzawl,23.603865,93.204311,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21923,GSI,Mizoram,Champhai,,14.5 km N of Khawzawl,23.604431,93.204251,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21924,GSI,Mizoram,Aizawl,,"Near Kumthung junction in
Aizawl-lunglei road",23.604611,92.726417,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21925,GSI,Mizoram,Champhai,,1km E of Kawlkulh,23.605611,93.08682,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21926,GSI,Mizoram,Champhai,,15km N of Khawzawl,23.605864,93.20387,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21927,GSI,Mizoram,Champhai,,2km E of kawlkulh,23.606539,93.087476,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21928,GSI,Mizoram,Champhai,,3km E from Kawlkulh,23.607124,93.088782,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21929,GSI,Mizoram,Aizawl,,"East of Tlungvel, about 3km
along the foot tracks",23.607347,92.879114,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21930,GSI,Mizoram,Champhai,,3.5km SE of Kawlkulh,23.60753,93.092644,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21931,GSI,Mizoram,Champhai,,1.5km S of Vapar,23.607873,93.351351,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21932,GSI,Mizoram,Champhai,,16km N of Khawzawl,23.608133,93.201022,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21933,GSI,Mizoram,Aizawl,Tlungvel slide,Tlungvel-Seling main road,23.608306,92.850583,True,,False,2016,year,2016,Earth,Slide,,,,,,False,outside_current_dem_coverage
21934,GSI,Mizoram,Mamit,,"North of Hreichuk, PMGSY W
Lungdar - Darung",23.608389,92.596889,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21935,GSI,Mizoram,Mamit,,,23.609111,92.596306,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21936,GSI,Mizoram,Aizawl,,"Mualpheng village area on
Ruallung-Mualpheng road",23.610611,92.977722,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
21937,GSI,Mizoram,Champhai,,17km N. Of Khawzawl,23.612312,93.198942,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
